"","tamoxifen","MK-1775","leptomycin B"
"MB-0335",14.0908730036869,12.8764177867667,10.3999627650766
"MB-0336",13.9657477412368,13.5872901237422,15.6663547165469
"MB-0339",13.9311657781785,13.9941694417155,12.6261573065834
"MB-0340",14.2014253115342,8.52859033555484,0.767501688562095
"MB-0341",13.9974863386473,11.3246516297241,7.97507973818595
"MB-0342",14.0633198353906,11.5864423952806,12.6019196147284
"MB-0343",13.8983292717223,13.019524744156,16.2473643566829
"MB-0344",13.9197866263358,11.4437020951069,11.0703868513437
"MB-0345",14.0256333467007,11.2143136242253,9.98640920725391
"MB-0346",14.0166217315602,10.0230112356001,8.78577710679598
"MB-0347",14.0523952950862,9.86983540527223,5.47275571146629
"MB-0348",13.964652454865,14.7428693324503,10.0556966058256
"MB-0349",14.0359892839375,11.8406176415068,6.2564851732105
"MB-0350",14.1797380570631,7.00327694327435,0.937581534483371
"MB-0351",14.0035823098703,14.1887318823402,19.8452630474602
"MB-0352",13.9893277297748,10.5669562588889,5.36838841768177
"MB-0353",13.9349910497209,13.6406481556149,15.8534374742113
"MB-0354",14.0440725148386,8.45181578240952,2.69747565271133
"MB-0355",13.9578716282231,13.7735011523384,15.9540879131337
"MB-0356",13.9804011166547,13.2441854469256,7.58942216794239
"MB-0358",14.0328650124522,10.1434485864364,5.8041148909256
"MB-0359",13.9267438250659,10.716954305891,5.72581914516159
"MB-0360",14.0619832341111,13.9835695755348,8.76110064497169
"MB-0361",14.0250042848316,10.969869604603,6.90937565571997
"MB-0362",13.9397183498858,13.5912091371016,13.3780918978807
"MB-0363",13.9229842131887,10.158367100722,6.19001663651791
"MB-0364",13.9675377936427,13.1522724300932,14.7520146774703
"MB-0365",14.0595263649661,9.49892858276211,3.85863236585986
"MB-0366",13.8693060158703,12.6436844674962,6.97846070378064
"MB-0367",14.0630595507764,10.7392062851931,7.64884725733122
"MB-0368",13.9314892018614,12.4425065479277,10.0353594502109
"MB-0369",13.9542500125491,12.0830583404529,9.39019143861397
"MB-0370",13.931958544552,11.9055064629607,11.6363578581257
"MB-0371",14.0057348879131,12.2251225392069,13.6061756589686
"MB-0372",14.236494620274,9.13443671958696,2.11405030065371
"MB-0373",14.0397230922212,9.94169403720218,5.63796456655893
"MB-0374",14.1381677815615,12.500867930704,8.71291440052799
"MB-0375",14.1056312669161,8.20525463195589,1.1913023724751
"MB-0377",14.0446040398613,10.8489944244298,6.78265254840635
"MB-0378",14.0678702160518,9.80344093200256,3.19663196820488
"MB-0379",14.0297955854314,11.5940220477834,8.61503110616198
"MB-0380",14.1079643879129,11.3423543234164,8.38972146302537
"MB-0381",14.1279623787121,13.2198595663487,9.70079695796264
"MB-0382",13.9619688643625,12.4354755555918,10.1196582136359
"MB-0383",14.0570604992108,12.0264110045394,6.73616367200896
"MB-0384",14.0420036728485,12.5089670718662,6.33467132874036
"MB-0385",13.96222942891,10.7630820409567,8.97777173879022
"MB-0386",14.0251244961977,11.724023418581,11.1175519858598
"MB-0388",13.9155673772217,9.95533927580702,5.12075388755131
"MB-0389",14.0280150036014,10.9752666778796,4.73836787440347
"MB-0390",14.0317834376229,9.2384515568834,4.36729574539328
"MB-0391",13.9985457364758,10.0270919698005,5.17492100315
"MB-0392",14.1184072936353,9.85924128201898,7.61372512744855
"MB-0393",14.0600314775553,9.45507051444455,5.99288704787151
"MB-0394",13.9439532069395,11.3222342037616,8.09554113329854
"MB-0395",13.9383771743137,11.1533473633477,4.98761637500097
"MB-0396",14.1953033505795,5.90743820140996,0.232053286134685
"MB-0397",14.1009862244342,11.8454546298523,12.1914887961801
"MB-0398",14.06609158531,10.5780262350398,6.49709725595787
"MB-0399",14.0889348552874,11.523755681554,9.57916856180096
"MB-0400",14.1715295255099,9.84864632416035,3.54083408664917
"MB-0401",14.246851672207,9.87334362334022,7.72921459454955
"MB-0402",14.0559861907412,11.1590624261505,12.8327259651128
"MB-0404",13.9477841295297,13.4869229228668,14.4426619306833
"MB-0405",13.9027439343211,12.0873079967477,6.93496382585558
"MB-0406",13.9876157584387,12.5931875909202,8.46034474512056
"MB-0407",13.9757372607072,12.6649428230024,9.14320980901229
"MB-0408",13.9803227211398,12.0761736417815,9.03325109268164
"MB-0410",13.9149841882101,9.57247502731691,4.45466135711308
"MB-0411",13.997232662145,11.0634440724457,11.1833521274917
"MB-0412",13.9583081528176,11.0402433422527,5.87487639374361
"MB-0413",13.9449235093907,9.97676176335247,4.26532284238842
"MB-0414",14.1799328882347,6.61019066447948,0.625687025106669
"MB-0417",13.9216614497164,13.5699305582921,12.5793594030284
"MB-0418",13.8932820368891,12.4850492867215,10.9801356480709
"MB-0419",13.916252415978,13.4270567176587,12.4565211774713
"MB-0420",14.220672862952,10.2733997972222,5.48538309629158
"MB-0421",14.0516463485586,12.8272984216928,9.37046433618423
"MB-0422",13.9229926577884,13.6069229145723,13.0910530295222
"MB-0423",14.0674700514086,10.8032006631791,8.35404829252176
"MB-0424",14.1374945838897,11.4669461896228,10.6240652742155
"MB-0425",14.0315393216485,13.284618881414,11.0342135509695
"MB-0426",14.1066880526364,12.3478133388757,9.55062203973126
"MB-0427",13.8422070656119,10.7654722457239,4.76843300546675
"MB-0428",13.9588287390884,10.5851137293895,5.77769713259475
"MB-0429",13.9762326553519,13.0072779518098,13.7304270482765
"MB-0431",14.0102346312213,12.5141650670132,10.9436623416674
"MB-0432",14.1424593292509,9.84959376883696,5.606577176711
"MB-0433",13.9130891727556,11.7985692142348,9.56221061810334
"MB-0434",14.0451999603693,12.345274984437,13.0328387965499
"MB-0435",14.2322754184358,10.3804415798567,6.25316715778987
"MB-0436",13.9470046103961,9.20321060088607,5.43759631433653
"MB-0437",14.0011639832964,13.1090908259163,10.8254115454883
"MB-0438",13.932624978868,9.03293465382994,5.81404471863446
"MB-0439",14.0521247580133,12.7123902587081,5.38305167526838
"MB-0440",13.9917407149727,12.9609048117275,8.24039576806418
"MB-0442",13.9963571228591,11.1428905060109,9.2584797831649
"MB-0443",13.9913226400944,10.9343078099756,8.54323210298769
"MB-0444",13.9848028788085,13.8692130861589,16.3498293999256
"MB-0445",14.0011501360052,13.2693517524958,14.26943443224
"MB-0446",14.1328315748402,9.34922219632525,2.61529968074044
"MB-0448",14.0039534446229,13.2482122433454,9.33783237219502
"MB-0449",13.9199082090185,11.9633371943102,9.39387387370991
"MB-0451",13.9641354948231,11.0265476813748,4.94534759295775
"MB-0452",14.079337027635,11.7275780186205,8.49576027850463
"MB-0453",14.1209357985565,11.3724032979536,6.29576205096141
"MB-0454",13.9349807931153,13.9351135952365,7.36639720676234
"MB-0455",13.9866862413923,8.7453020538435,4.1556729048746
"MB-0458",14.0917676486257,10.9809367682868,6.47658938969383
"MB-0459",14.0568174648934,11.824987856972,14.3190822978409
"MB-0460",14.090248927431,10.1833909652099,6.87076311586232
"MB-0462",13.9729287503097,8.3039992694651,3.97422020531524
"MB-0463",14.0707809229019,13.4550683725579,13.6810879420747
"MB-0464",14.040908361944,7.74565618247926,2.47789483156634
"MB-0465",14.014066952408,11.5040538222421,11.8431321386931
"MB-0466",13.9708601450816,10.5367223867978,7.43128858486744
"MB-0467",14.0317223789088,10.3489269502281,8.08296391828427
"MB-0468",13.9406520645184,11.7857405349474,8.33067529897964
"MB-0469",13.9647511752597,12.6163887388722,10.6028359485501
"MB-0470",14.0044950751173,12.2976582502856,8.73443525969803
"MB-0471",13.9064854989451,13.912636564796,12.5620042706543
"MB-0472",13.9806837851411,13.513879648014,8.75730395270839
"MB-0474",14.0827797973177,12.0459377205731,3.58270779333281
"MB-0475",14.001543097434,10.920400778281,7.43334187309402
"MB-0476",13.9619477075547,8.76792405448816,2.55276464870044
"MB-0478",13.9975396058677,12.7006247642041,12.1755553472286
"MB-0479",13.986270738284,10.54395672801,11.5434324821733
"MB-0480",13.9045888789798,13.6485749823754,20.294044059139
"MB-0481",14.1471119874318,7.32493697931408,1.46355754939274
"MB-0482",14.0344360529455,9.02867038416179,7.31809341784574
"MB-0483",14.0199213825132,11.317031532533,8.63130763524351
"MB-0484",14.0262715775285,12.1889671514036,16.3211849534388
"MB-0485",13.967863839368,11.5598364334952,15.1598757073511
"MB-0486",13.9554747829657,12.3465631134976,9.76232120345975
"MB-0487",14.004010601352,12.2198790680663,12.522579032628
"MB-0488",14.1903205484988,10.564481577754,6.61713335912159
"MB-0489",14.0153052417471,7.5589869062406,2.3824350344866
"MB-0490",13.9578259302673,12.5658175164523,9.37434491486366
"MB-0491",14.0399507499908,11.287335504519,8.54024009526413
"MB-0492",14.0225097622013,14.2964283896161,10.8972441774078
"MB-0494",14.1261673609831,9.18139070055563,4.94389564423398
"MB-0495",14.1219421380246,11.9143532866755,10.5897762565046
"MB-0496",14.0346069629618,12.2286640172855,11.2136457691318
"MB-0497",13.9134475466046,12.648895303865,18.0370014585033
"MB-0499",14.1923690050476,10.5551007806647,7.93432854853945
"MB-0500",14.2289948158504,8.51062101761549,2.56773013195524
"MB-0501",13.9848223820569,12.9446888326071,6.63564546166953
"MB-0502",14.1643238317066,10.3300054209712,8.47403110954347
"MB-0503",14.0519635367396,12.9775944909704,12.0627504533895
"MB-0504",14.0334477707714,12.3007909026239,14.2546201541764
"MB-0505",14.019553034135,10.6865651023464,10.0935236661489
"MB-0506",14.0170697787926,9.92256718010675,6.87018010658916
"MB-0507",13.9530399350977,12.0851394250083,8.50449520582065
"MB-0508",13.992513325476,11.1313645535368,7.59926321184688
"MB-0509",13.976339182325,9.31068740869455,3.73006621292431
"MB-0510",14.0049093902481,12.6274967625639,12.7755410119045
"MB-0511",14.0244880113228,13.3009221061939,15.4553829020819
"MB-0512",14.0251494228377,11.6230037478426,8.19369771725348
"MB-0513",14.0430330003906,13.0731576573922,6.85238869350702
"MB-0514",13.9808565572635,11.1451895613322,5.41565677219151
"MB-0516",14.2721444876889,7.20391092934861,1.663239378677
"MB-0517",13.9309789560078,12.1896319319308,10.4036951712844
"MB-0519",13.930032932659,7.65186094949552,2.93538411390099
"MB-0521",14.0753010535074,10.3141406197007,6.74018649441665
"MB-0522",14.022771146807,11.4831894077288,8.88819214005364
"MB-0524",14.0237474997018,11.5523588744068,8.26245556997667
"MB-0525",14.1490235218109,11.1648285025984,8.00808656735129
"MB-0526",13.9301820259068,12.9061371121627,11.7225060907219
"MB-0527",13.943746601588,10.8456889930966,8.63329563141347
"MB-0528",14.0242458019774,10.9818206185588,8.51375128190692
"MB-0529",13.9916234526336,12.2755829545644,9.99637936019741
"MB-0531",14.0490857166556,11.0932167000117,10.8923000301043
"MB-0532",14.0656888362892,9.84690956899041,4.28158795543378
"MB-0534",14.0924865039417,10.6815120684258,9.64799745163316
"MB-0535",13.9930554402161,12.4151358403354,4.96463491751327
"MB-0536",14.0662841855383,10.5851763962158,7.8220237184761
"MB-0537",14.0122482580003,10.4300007830548,10.1974406358526
"MB-0538",13.9277461306403,11.8332204948288,12.5039263076472
"MB-0539",14.0630027804811,9.09713082024073,5.80894972803304
"MB-0540",13.9536870636558,6.79978958758304,0.948304635518649
"MB-0541",13.9568961741479,12.1452980638166,11.3826950731276
"MB-0542",13.9487911940002,9.84925505727057,5.43596885482717
"MB-0543",14.0785249287326,10.8663323908795,2.79753592204447
"MB-0544",13.984251037712,14.3059093227869,13.9487296530066
"MB-0545",14.0071194952048,12.1697030261035,9.36791305251512
"MB-0546",13.9394272178852,11.685852730792,7.40558009693591
"MB-0547",13.9485617266898,12.5389704250999,14.2317540479105
"MB-0549",14.0209604188221,13.3179279807589,19.1972512425038
"MB-0550",13.9448637061719,10.3297876439656,4.49341465221162
"MB-0551",14.066178665011,11.4184686059848,13.5199169766925
"MB-0552",14.0926581980221,10.7258296316787,7.66544669966394
"MB-0553",13.984789932763,12.0944728650558,9.33810969794818
"MB-0554",14.0030486990344,13.3059815558206,15.6030063279461
"MB-0558",14.2165352859181,10.2033357126001,5.46142657547997
"MB-0559",14.0047251573987,12.9670370470855,11.3211400473628
"MB-0564",14.0383278398262,11.565882876431,7.61796250890163
"MB-0568",14.0061645004155,11.7983864497753,8.02837344397877
"MB-0569",13.9863829162352,11.534486584383,6.77626286311963
"MB-0570",13.9584040880394,11.8262616205922,9.9132705691953
"MB-0571",14.0449667338953,11.4202160526638,9.41181346278848
"MB-0573",13.9986588636265,10.5859664764551,8.194236717069
"MB-0574",13.9704738027715,12.4926061149341,12.0194008043776
"MB-0575",14.0500401532399,9.83179150175087,3.9502022781485
"MB-0576",13.9908885506107,11.4326584253988,11.941329651531
"MB-0577",14.0006618101411,12.9645603957405,10.4912405976712
"MB-0578",13.9992965333501,11.6873182481366,10.7277472910471
"MB-0579",14.025249476078,13.8834338519271,12.83337453489
"MB-0580",14.0276651531557,8.92213512765882,3.72327880309416
"MB-0581",14.1831293773653,10.6561636421776,3.30130317700866
"MB-0582",14.0684054332369,10.003220455129,1.75907307124073
"MB-0583",13.9407962772558,13.2298145719151,8.84757930093303
"MB-0584",14.0953443848774,10.3228125544167,5.77817309642841
"MB-0585",13.9098688325977,12.3501634155024,8.24609462483969
"MB-0586",13.8627345412567,13.0429465291233,12.8549631920614
"MB-0587",13.9648464024528,13.1021007169295,14.7210536372243
"MB-0588",14.0147588137451,11.5635778900851,13.2856580133847
"MB-0589",13.9683029589916,11.7866808361808,7.18481302239104
"MB-0590",14.018536088531,12.6613210659401,10.2178601107851
"MB-0591",14.0437885341271,13.6936343805618,12.4923560943051
"MB-0592",13.9531135497418,14.7534961518076,17.1493609588577
"MB-0593",14.1261663622008,9.4710123446044,4.0316822151741
"MB-0594",13.9767301936862,11.1029173597385,4.73069061686303
"MB-0596",13.9190638470236,11.6562927447754,11.4346241020559
"MB-0597",14.0014908157023,10.9527164167508,10.2107363047735
"MB-0598",13.9972075491921,11.8102206892966,8.97866513309401
